Cyclone,date,Time (UTC),Lat.,Long.,C.I. NO.,Estimated Central Pressure (hPa),Estimated Maximum Sustained Surface speed (kt),Estimated Pressure drop at the Centre,Grade
FANI,28.04.2019,0,7.3,87.9,3,992,45,10,CS
FANI,28.04.2019,300,7.3,87.9,3,992,45,10,CS
FANI,28.04.2019,600,7.4,87.8,3,992,45,10,CS
FANI,28.04.2019,900,7.7,87.5,3,992,45,10,CS
FANI,28.04.2019,1200,8.2,87,3,992,45,10,CS
FANI,28.04.2019,1500,8.3,86.9,3,992,45,10,CS
FANI,28.04.2019,1800,8.4,86.9,3,992,45,10,CS
FANI,28.04.2019,2100,8.5,86.9,3,992,45,10,CS
FANI,29.04.2019,0,8.6,86.9,3,992,45,10,CS
FANI,29.04.2019,300,8.7,86.9,3,992,45,10,CS
FANI,29.04.2019,600,9.2,86.9,3,992,45,10,CS
FANI,29.04.2019,900,9.7,86.8,3,992,45,10,CS
FANI,29.04.2019,1200,10.1,86.7,3.5,986,55,16,SCS
FANI,29.04.2019,1500,10.4,86.7,3.5,986,55,16,SCS
FANI,29.04.2019,1800,10.8,86.6,3.5,986,55,16,SCS
FANI,29.04.2019,2100,11.1,86.5,4,982,65,20,VSCS
FANI,30.04.2019,0,11.7,86.5,4,980,70,22,VSCS
FANI,30.04.2019,300,12.3,86.2,4.5,974,75,28,VSCS
FANI,30.04.2019,600,12.6,85.7,4.5,970,80,32,VSCS
FANI,30.04.2019,900,13,85.3,4.5,966,85,36,VSCS
FANI,30.04.2019,1200,13.3,84.7,5,962,90,40,ESCS
FANI,30.04.2019,1500,13.4,84.5,5,957,95,45,ESCS
FANI,30.04.2019,1800,13.5,84.4,5,957,95,45,ESCS
FANI,30.04.2019,2100,13.6,84.2,5,957,95,45,ESCS
FANI,01.05.2019,0,13.9,84,5,957,95,45,ESCS
FANI,01.05.2019,300,14.1,83.9,5,957,95,45,ESCS
FANI,01.05.2019,600,14.2,83.9,5,957,95,45,ESCS
FANI,01.05.2019,900,14.5,84.1,5,955,95,45,ESCS
FANI,01.05.2019,1200,14.9,84.1,5.5,950,100,50,ESCS
FANI,01.05.2019,1500,15.1,84.1,5.5,950,100,50,ESCS
FANI,01.05.2019,1800,15.2,84.1,5.5,950,100,50,ESCS
FANI,01.05.2019,2100,15.5,84.2,5.5,950,100,50,ESCS
FANI,02.05.2019,0,15.9,84.5,5.5,945,105,55,ESCS
FANI,02.05.2019,300,16.2,84.6,5.5,945,105,55,ESCS
FANI,02.05.2019,600,16.7,84.8,6,940,110,60,ESCS
FANI,02.05.2019,900,17.1,84.8,6,932,115,66,ESCS
FANI,02.05.2019,1200,17.5,84.8,6,932,115,66,ESCS
FANI,02.05.2019,1500,17.8,84.9,6,934,115,66,ESCS
FANI,02.05.2019,1800,18.2,85,6,934,115,66,ESCS
FANI,02.05.2019,2100,18.6,85.2,6,934,115,66,ESCS
FANI,03.05.2019,0,19.1,85.5,6,945,105,55,ESCS
FANI,03.05.2019,300,19.6,85.7,5.5,952,100,50,ESCS
FANI,03.05.2019,600,20.2,85.9,.,966,85,36,VSCS
FANI,03.05.2019,900,20.6,86,.,970,75,28,VSCS
FANI,03.05.2019,1200,21.1,86.5,.,976,70,22,VSCS
FANI,03.05.2019,1500,21.5,86.7,.,980,60,18,SCS
FANI,03.05.2019,1800,21.9,87.1,.,984,55,16,SCS
FANI,03.05.2019,2100,22.5,87.9,.,986,50,12,SCS
FANI,04.05.2019,0,23.1,88.2,.,994,40,8,CS
FANI,04.05.2019,300,23.6,88.8,.,996,30,6,DD
FANI,04.05.2019,600,24.3,89.3,.,998,25,5,D
FANI,04.05.2019,1200,25.2,90.7,.,1000,20,4,D
BULBUL,05.11.2019,0,13.1,91.5,1.5,1004,20,3,D
BULBUL,05.11.2019,300,13.1,91,1.5,1003,25,3,D
BULBUL,05.11.2019,600,13.1,90.7,1.5,1003,25,3,D
BULBUL,05.11.2019,1200,13.2,90.1,1.5,1003,25,3,D
BULBUL,05.11.2019,1800,13.3,89.8,1.5,1002,25,4,D
BULBUL,06.11.2019,0,13.4,89.7,2,1001,30,5,DD
BULBUL,06.11.2019,300,13.4,89.6,2,1001,30,5,DD
BULBUL,06.11.2019,600,13.4,89.4,2,1001,30,5,DD
BULBUL,06.11.2019,1200,13.5,89.3,2,1000,30,6,DD
BULBUL,06.11.2019,1800,13.8,89.3,2.5,998,35,7,CS
BULBUL,07.11.2019,0,14.2,89.3,2.5,998,35,7,CS
BULBUL,07.11.2019,300,14.7,89.3,2.5,998,35,7,CS
BULBUL,07.11.2019,600,15.3,88.7,2.5,996,40,8,CS
BULBUL,07.11.2019,900,15.5,88.4,3,995,45,9,CS
BULBUL,07.11.2019,1200,15.9,88,3,994,45,10,CS
BULBUL,07.11.2019,1500,16.2,87.9,3,992,50,12,SCS
BULBUL,07.11.2019,1800,16.4,87.8,3.5,989,55,15,SCS
BULBUL,07.11.2019,2100,16.6,87.7,3.5,986,60,18,SCS
BULBUL,08.11.2019,0,16.9,87.6,4,983,65,21,VSCS
BULBUL,08.11.2019,300,17.2,87.6,4,982,65,22,VSCS
BULBUL,08.11.2019,600,17.6,87.6,4,980,70,24,VSCS
BULBUL,08.11.2019,900,18.1,87.6,4,980,70,24,VSCS
BULBUL,08.11.2019,1200,18.5,87.6,4,976,75,28,VSCS
BULBUL,08.11.2019,1500,19.2,87.7,4,976,75,28,VSCS
BULBUL,08.11.2019,1800,19.3,87.6,4,976,75,28,VSCS
BULBUL,08.11.2019,2100,19.6,87.7,4,976,75,28,VSCS
BULBUL,09.11.2019,0,20,87.6,4,976,75,28,VSCS
BULBUL,09.11.2019,300,20.4,87.6,4,980,70,24,VSCS
BULBUL,09.11.2019,600,20.6,87.8,4,982,70,22,VSCS
BULBUL,09.11.2019,900,20.9,87.9,4,982,70,22,VSCS
BULBUL,09.11.2019,1200,21.2,88.1,4.5,982,70,22,VSCS
BULBUL,09.11.2019,1500,21.4,88.3,4.5,986,60,18,SCS
BULBUL,09.11.2019,1800,21.6,88.6,.,990,60,18,SCS
BULBUL,09.11.2019,2100,21.9,89.1,.,996,50,12,SCS
BULBUL,10.11.2019,0,22.1,89.5,.,998,45,10,CS
BULBUL,10.11.2019,300,22.2,89.7,.,1000,40,8,CS
BULBUL,10.11.2019,600,22.3,90,.,1000,40,8,CS
BULBUL,10.11.2019,900,22.4,90.1,.,1002,30,6,DD
BULBUL,10.11.2019,1200,22.5,90.4,.,1002,30,5,DD
BULBUL,10.11.2019,1800,22.7,91.2,.,1002,30,5,DD
BULBUL,11.11.2019,0,23.1,91.9,.,1004,20,3,D
AMPHAN,16.05.2020,0,10.4,87,1.5,1000,25,3,D
AMPHAN,16.05.2020,300,10.7,86.5,1.5,1000,25,3,D
AMPHAN,16.05.2020,600,10.9,86.3,1.5,1000,25,3,D
AMPHAN,16.05.2020,900,10.9,86.3,2,998,30,5,DD
AMPHAN,16.05.2020,1200,10.9,86.3,2.5,996,35,7,CS
AMPHAN,16.05.2020,1500,11,86.2,2.5,995,40,8,CS
AMPHAN,16.05.2020,1800,11.1,86.1,2.5,995,40,8,CS
AMPHAN,16.05.2020,2100,11.3,86.1,3,994,45,10,CS
AMPHAN,17.05.2020,0,11.4,86,3,993,45,11,CS
AMPHAN,17.05.2020,300,11.4,86,3,990,50,12,SCS
AMPHAN,17.05.2020,600,11.5,86,3.5,988,55,15,SCS
AMPHAN,17.05.2020,900,11.7,86,4,980,65,22,VSCS
AMPHAN,17.05.2020,1200,12,86,4,978,70,25,VSCS
AMPHAN,17.05.2020,1500,12.8,86.2,4.5,972,75,28,VSCS
AMPHAN,17.05.2020,1800,12.5,86.1,4.5,970,80,32,VSCS
AMPHAN,17.05.2020,2100,12.9,86.4,5,962,90,40,ESCS
AMPHAN,18.05.2020,0,13.2,86.3,5.5,952,100,50,ESCS
AMPHAN,18.05.2020,300,13.3,86.2,6,936,115,66,ESCS
AMPHAN,18.05.2020,600,13.4,86.2,6.5,930,120,72,SuCS
AMPHAN,18.05.2020,900,13.7,86.2,6.5,930,120,72,SuCS
AMPHAN,18.05.2020,1200,14,86.3,6.5,926,125,76,SuCS
AMPHAN,18.05.2020,1500,14.5,86.4,6.5,926,125,76,SuCS
AMPHAN,18.05.2020,1800,14.9,86.5,6.5,920,130,84,SuCS
AMPHAN,18.05.2020,2100,15.2,86.6,6.5,920,130,84,SuCS
AMPHAN,19.05.2020,0,15.6,86.7,6.5,926,125,76,SuCS
AMPHAN,19.05.2020,300,16,86.8,6.5,930,120,72,SuCS
AMPHAN,19.05.2020,600,16.5,86.9,6,936,115,66,ESCS
AMPHAN,19.05.2020,900,17,86.9,6,942,110,60,ESCS
AMPHAN,19.05.2020,1200,17.4,87,5.5,946,105,56,ESCS
AMPHAN,19.05.2020,1500,18.1,87.1,5.5,948,100,50,ESCS
AMPHAN,19.05.2020,1800,18.4,87.2,5.5,948,100,50,ESCS
AMPHAN,19.05.2020,2100,18.7,87.2,5.5,948,100,50,ESCS
AMPHAN,20.05.2020,0,19.1,87.5,5,952,95,46,ESCS
AMPHAN,20.05.2020,300,19.8,87.7,5,954,95,44,ESCS
AMPHAN,20.05.2020,600,20.6,88,5,956,90,42,ESCS
AMPHAN,20.05.2020,900,21.4,88.1,5,960,90,42,ESCS
AMPHAN,20.05.2020,1200,21.9,88.4,-,957,85,36,VSCS
AMPHAN,20.05.2020,1500,22.7,88.6,-,968,65,34,VSCS
AMPHAN,20.05.2020,1800,23.3,89,-,978,50,14,SCS
AMPHAN,20.05.2020,2100,24.2,89,-,986,45,12,CS
AMPHAN,21.05.2020,0,24.2,89.3,-,988,40,10,CS
AMPHAN,21.05.2020,300,24.7,89.5,-,990,35,8,CS
AMPHAN,21.05.2020,600,25,89.6,-,992,30,6,DD
AMPHAN,21.05.2020,1200,25.4,89.6,-,995,20,4,D
NIVAR,22.11.2020,2100,8.5,85.3,1.5,1002,25,3,D
NIVAR,23.11.2020,0,9.3,84.5,1.5,1002,25,3,D
NIVAR,23.11.2020,300,9.5,84.2,1.5,1002,25,3,D
NIVAR,23.11.2020,600,9.6,84,1.5,1001,25,4,D
NIVAR,23.11.2020,1200,9.8,83.6,2,999,30,5,DD
NIVAR,23.11.2020,1800,10,83.3,2,998,30,6,DD
NIVAR,24.11.2020,0,10,83,2.5,997,35,7,CS
NIVAR,24.11.2020,300,10,83,2.5,997,35,7,CS
NIVAR,24.11.2020,600,10,82.7,2.5,994,40,8,CS
NIVAR,24.11.2020,900,10,82.6,3,992,45,10,CS
NIVAR,24.11.2020,1200,10.1,82.5,3,992,45,10,CS
NIVAR,24.11.2020,1500,10.1,82.4,3,992,45,10,CS
NIVAR,24.11.2020,1800,10.2,82.3,3.5,990,50,12,SCS
NIVAR,24.11.2020,2100,10.3,82.2,3.5,988,55,16,SCS
NIVAR,25.11.2020,0,10.5,82,3.5,986,60,18,SCS
NIVAR,25.11.2020,300,10.7,81.7,3.5,986,60,18,SCS
NIVAR,25.11.2020,600,11,81.3,3.5,986,60,18,SCS
NIVAR,25.11.2020,900,11.2,81,4,982,65,22,VSCS
NIVAR,25.11.2020,1200,11.4,80.7,4,982,65,22,VSCS
NIVAR,25.11.2020,1500,11.7,80.4,4,982,65,22,VSCS
NIVAR,25.11.2020,1800,12,80.1,4,982,65,22,VSCS
NIVAR,25.11.2020,2100,12.1,79.9,-,986,60,18,SCS
NIVAR,26.11.2020,0,12.3,79.7,-,992,50,12,SCS
NIVAR,26.11.2020,300,12.6,79.4,-,996,40,8,CS
NIVAR,26.11.2020,600,12.9,79.3,-,998,30,6,CS
NIVAR,26.11.2020,900,13.3,79.3,-,999,30,5,DD
NIVAR,26.11.2020,1200,13.6,79.4,-,1000,30,5,DD
NIVAR,26.11.2020,1800,14,79.6,-,1002,20,3,D
YAAS,23.05.2021,600,16.1,90.2,1.5,996,25,4,D
YAAS,23.05.2021,1200,16.2,89.9,1.5,994,25,4,D
YAAS,23.05.2021,1800,16.3,89.7,2,992,30,5,DD
YAAS,24.05.2021,0,16.3,89.7,2.5,990,35,7,CS
YAAS,24.05.2021,300,16.5,89.6,2.5,988,40,8,CS
YAAS,24.05.2021,600,16.4,89.6,2.5,988,40,8,CS
YAAS,24.05.2021,900,16.8,89.5,2.5,988,40,8,CS
YAAS,24.05.2021,1200,17.1,89.3,3,986,45,10,CS
YAAS,24.05.2021,1500,17.4,89.2,3,986,45,10,CS
YAAS,24.05.2021,1800,17.6,89,3,984,50,12,SCS
YAAS,24.05.2021,2100,17.8,88.9,3.5,982,55,14,SCS
YAAS,25.05.2021,0,18,88.6,3.5,980,55,16,SCS
YAAS,25.05.2021,300,18.3,88.3,3.5,980,55,16,SCS
YAAS,25.05.2021,600,18.7,88,3.5,978,60,18,SCS
YAAS,25.05.2021,900,19.1,88.1,3.5,978,60,18,SCS
YAAS,25.05.2021,1200,19.5,88,4,976,65,20,VSCS
YAAS,25.05.2021,1500,19.8,87.9,4,976,65,20,VSCS
YAAS,25.05.2021,1800,20.1,87.8,4,974,70,24,VSCS
YAAS,25.05.2021,2100,20.4,87.6,4,970,75,28,VSCS
YAAS,26.05.2021,0,20.8,87.3,4,970,75,28,VSCS
YAAS,26.05.2021,300,21.2,87.1,4,970,75,28,VSCS
YAAS,26.05.2021,600,21.4,86.9,-,970,75,28,VSCS
YAAS,26.05.2021,900,21.6,86.7,-,978,55,16,SCS
YAAS,26.05.2021,1200,21.8,86.6,-,984,45,10,CS
YAAS,26.05.2021,1500,22.2,86.2,-,986,40,8,CS
YAAS,26.05.2021,1800,22.5,86,-,988,30,6,DD
YAAS,27.05.2021,0,22.8,85.8,-,988,30,6,DD
YAAS,27.05.2021,300,23.1,85.7,-,990,30,6,DD
YAAS,27.05.2021,600,23.5,85.6,-,991,25,5,D
YAAS,27.05.2021,1200,24.3,85.3,-,992,25,4,D
YAAS,27.05.2021,1800,24.7,84.8,,992,25,4,D
ASANI,07.05.2022,600,9.4,91.3,1.5,996,25,4,D
ASANI,07.05.2022,1200,10.3,90.4,2,995,30,5,DD
ASANI,07.05.2022,1800,10.8,90.1,2,994,30,5,DD
ASANI,08.05.2022,0,11.3,89.3,2.5,992,35,7,CS
ASANI,08.05.2022,300,11.5,89,2.5,990,40,8,CS
ASANI,08.05.2022,600,11.8,88.7,3,988,45,10,CS
ASANI,08.05.2022,900,12,88.4,3,988,45,10,CS
ASANI,08.05.2022,1200,12.3,88.2,3,986,50,12,SCS
ASANI,08.05.2022,1500,12.7,87.8,3,986,50,12,SCS
ASANI,08.05.2022,1800,13.1,87.5,3.5,984,55,14,SCS
ASANI,08.05.2022,2100,13.5,87.1,3.5,984,55,14,SCS
ASANI,09.05.2022,0,13.9,86.8,3.5,983,55,15,SCS
ASANI,09.05.2022,300,14.2,86.5,3.5,982,55,16,SCS
ASANI,09.05.2022,600,14.6,86.3,3.5,982,55,16,SCS
ASANI,09.05.2022,900,14.7,86,3.5,982,55,16,SCS
ASANI,09.05.2022,1200,14.9,85.8,3.5,982,55,16,SCS
ASANI,09.05.2022,1500,15,85.5,3.5,982,55,16,SCS
ASANI,09.05.2022,1800,15.1,85.2,3.5,982,55,16,SCS
ASANI,09.05.2022,2100,15.2,84.9,3.5,982,55,16,SCS
ASANI,10.05.2022,0,15.3,84.6,3.5,982,55,16,SCS
ASANI,10.05.2022,300,15.4,84,3.5,984,55,14,SCS
ASANI,10.05.2022,600,15.5,83.5,3.5,984,55,14,SCS
ASANI,10.05.2022,900,15.6,83.1,3.5,984,55,14,SCS
ASANI,10.05.2022,1200,15.7,82.8,3,984,50,14,SCS
ASANI,10.05.2022,1500,15.8,82.4,3,985,50,13,SCS
ASANI,10.05.2022,1800,15.9,82.1,3,986,50,12,SCS
ASANI,10.05.2022,2100,16,81.9,3,986,45,10,CS
ASANI,11.05.2022,0,16.1,81.8,3,988,45,10,CS
ASANI,11.05.2022,300,16.1,81.6,3,988,45,10,CS
ASANI,11.05.2022,600,16.2,81.5,2.5,990,40,8,CS
ASANI,11.05.2022,900,16.2,81.4,2.5,990,40,8,CS
ASANI,11.05.2022,1200,16.3,81.4,2,992,30,6,DD
ASANI,11.05.2022,1500,16.3,81.3,-,993,30,5,DD
ASANI,11.05.2022,1800,16.3,81.2,-,994,30,5,DD
ASANI,12.05.2022,0,16.2,80.9,-,996,25,4,D
MOCHA,14.05.2023,900,20.5,92.9,-,964,90,40,ESCS
MOCHA,14.05.2023,1200,21.1,93.3,-,974,75,30,VSCS
MOCHA,14.05.2023,1500,21.8,93.8,-,984,60,18,SCS
MOCHA,14.05.2023,1800,22.7,94.6,-,992,50,12,SCS
MOCHA,14.05.2023,2100,23.5,95.3,-,996,35,6,CS
MOCHA,15.05.2023,0,23.9,97.8,-,1000,25,3,D
HAMOON,21.10.2023,1800,14.7,86.4,1.5,1003,25,3,D
HAMOON,21.10.2023,2100,14.8,86.3,1.5,1003,25,3,D
HAMOON,22.10.2023,0,14.9,86.3,1.5,1003,25,3,D
HAMOON,22.10.2023,300,15,86.2,1.5,1003,25,3,D
HAMOON,22.10.2023,600,15.3,86.2,1.5,1003,25,4,D
HAMOON,22.10.2023,900,15.6,86.2,1.5,1002,25,4,D
HAMOON,22.10.2023,1200,15.8,86.3,2,1001,30,5,DD
HAMOON,22.10.2023,1500,16.4,86.4,2,1001,30,5,DD
HAMOON,22.10.2023,1800,16.4,86.5,2,1001,30,5,DD
HAMOON,22.10.2023,2100,16.4,86.6,2,1001,30,5,DD
HAMOON,23.10.2023,0,16.7,86.7,2,1001,30,5,DD
HAMOON,23.10.2023,300,17,86.8,2,1001,30,5,DD
HAMOON,23.10.2023,600,17.4,87,2,1000,30,6,DD
HAMOON,23.10.2023,900,17.9,87.2,2,1000,30,6,DD
HAMOON,23.10.2023,1200,18.3,87.3,2.5,999,35,7,CS
HAMOON,23.10.2023,1500,18.7,87.6,2.5,998,40,8,CS
HAMOON,23.10.2023,1800,19.1,88,3,998,40,8,CS
HAMOON,23.10.2023,2100,19.3,88.4,3.5,994,50,12,SCS
HAMOON,24.10.2023,0,19.7,88.8,3.5,990,55,16,SCS
HAMOON,24.10.2023,300,20,89.5,4,984,65,22,VSCS
HAMOON,24.10.2023,600,20.3,90,4,985,65,21,VSCS
HAMOON,24.10.2023,900,20.6,90.4,4,986,65,20,VSCS
HAMOON,24.10.2023,1200,20.8,90.8,3.5,989,55,17,SCS
HAMOON,24.10.2023,1500,21.3,91.3,3.5,990,55,16,SCS
HAMOON,24.10.2023,1800,21.6,91.6,3.5,994,50,12,SCS
HAMOON,25.10.2023,2100,22,92,-,996,45,10,CS
MIDHILI,15.11.2023,300,14.5,86.8,1.5,1005,25,3,D
MIDHILI,15.11.2023,600,14.7,86.6,1.5,1005,25,3,D
MIDHILI,15.11.2023,1200,15.3,86.4,1.5,1004,25,4,D
MIDHILI,15.11.2023,1800,16,86.4,1.5,1004,25,4,D
MIDHILI,16.11.2023,0,16.9,86.8,2,1003,30,5,DD
MIDHILI,16.11.2023,300,17.4,87,2,1003,30,5,DD
MIDHILI,16.11.2023,600,17.9,87.3,2,1003,30,5,DD
MIDHILI,16.11.2023,1200,18.6,87.7,2,1003,30,5,DD
MIDHILI,16.11.2023,1800,19.1,88,2,1002,30,6,DD
MIDHILI,17.11.2023,0,20.1,88.5,2.5,1001,35,7,CS
MIDHILI,17.11.2023,300,20.7,89.1,2.5,1000,35,7,CS
MIDHILI,17.11.2023,600,21.2,89.5,2.5,998,40,9,CS
MIDHILI,17.11.2023,900,21.8,90,2.5,998,40,8,CS
MIDHILI,17.11.2023,1200,22.8,90.8,-,998,35,8,CS
MIDHILI,17.11.2023,1500,23.1,91.1,-,1006,35,7,CS
MIDHILI,17.11.2023,1800,23.3,91.3,-,1010,30,5,DD
MIDHILI,18.11.2023,0,23.7,91.7,-,1010,20,3,D
